0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,y
3,17,3,3,3,420463,24734,100000,3,31364,99998,210457,12380,90000,0,27036,90000,2,6,0,3,6,4,3,5,2,18,2,31,29,16,10,22,12,106,62,152,90,3,0,6,6,1,0,1,1,0,0,0,0,1,0,1,1,5,2,12,10,24,7,52,45,310,132,772,640,5,18,4,3,4,480458,26693,100000,3,31451,99998,774458,43026,190000,3,49580,189998,8,30,0,9,30,5,3,5,2,17,1,31,30,17,9,22,13,111,61,152,91,4,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,13,7,20,13,23,0,59,59,763,476,1211,735,2020,1,2,329,1,43,0
36,266,7,4,4,1323561,4976,116000,11,13218,115990,28061723,105496,235934,543,60057,235391,12,39,6,3,33,4,3,5,2,12,1,31,30,15,9,22,13,100,61,150,89,3,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,14,6,23,17,30,0,59,59,832,371,1414,1043,6,25,5,3,3,1275832,51034,150017,2,58652,150016,3437569,137503,235958,40966,58687,194992,17,24,9,8,15,5,3,5,2,15,1,29,28,17,10,21,11,112,65,143,78,3,0,6,6,1,0,1,1,1,0,1,1,0,0,0,0,13,8,22,14,27,1,56,55,807,505,1354,849,2006,9,30,1,0,61,0
15,49,7,3,4,171851,3508,35100,1,8346,35100,6207,127,420,1,139,419,14,24,0,5,24,4,3,5,2,13,1,28,27,15,10,21,11,97,62,142,80,3,0,6,6,1,0,1,1,1,0,1,1,0,0,0,0,14,0,23,23,29,2,59,57,857,8,1401,1393,14,23,10,3,3,171701,7466,30000,1,9904,30000,197486,8587,35112,1,11037,35111,11,33,6,8,27,5,3,5,2,18,2,21,19,19,10,21,11,127,62,142,80,3,0,6,6,1,0,1,1,0,0,0,0,0,0,0,0,15,0,22,22,25,2,55,53,915,7,1360,1353,2016,1,16,130,1,26,1
7,16,6,5,6,473313,29583,469662,1,117357,469661,1414325,88396,468985,10,188818,468975,10,36,0,14,36,4,3,5,2,12,2,27,25,14,10,22,12,89,62,148,86,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,14,2,22,20,36,7,59,52,876,169,1360,1191,4,7,4,3,3,473248,67607,460000,20,173057,459981,1874076,267726,470065,210,248625,469855,7,9,0,4,9,4,3,5,2,10,2,17,15,13,10,19,9,78,62,128,66,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,13,9,16,7,32,3,50,47,803,543,996,453,2013,7,15,238,0,32,0
5,41,3,2,3,13582,332,6000,1,1007,6000,8651339,211009,220728,204135,5098,16593,23,45,0,22,45,4,3,5,2,15,1,27,26,15,9,21,12,100,61,143,82,4,0,6,6,1,0,1,1,1,0,1,1,0,0,0,0,16,5,22,17,38,7,59,52,977,348,1376,1028,1,3,1,1,1,27268,9090,9754,8670,583,1084,653817,217939,220754,212805,4453,7949,9,9,9,0,0,4,3,5,2,15,15,15,0,16,11,20,9,106,75,136,61,4,2,6,4,1,0,1,1,0,0,0,0,0,0,0,0,18,17,18,1,10,7,12,5,1070,1032,1090,58,2014,3,13,314,0,31,0
31,109,9,4,6,224430,2059,60000,2,8365,59999,4433175,40672,66537,2100,12715,64437,24,45,0,15,45,5,3,5,2,14,1,30,29,18,10,22,12,115,62,149,87,4,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,14,7,22,15,31,0,59,59,843,466,1337,871,7,36,6,5,6,268285,7453,50998,6,12076,50992,1724656,47908,105376,22121,18534,83256,31,72,0,17,72,5,3,5,2,18,2,31,29,18,10,22,12,116,62,151,89,3,0,6,6,1,0,1,1,0,0,0,0,1,0,1,1,12,7,22,15,35,0,59,59,730,443,1320,877,2011,11,21,33,0,34,0
47,293,5,4,4,40802,140,20000,-1,1306,20001,6037449,20606,32311,4,11607,32307,27,57,6,15,51,4,3,5,2,16,1,31,30,16,9,22,13,101,61,152,91,4,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,16,0,23,23,28,0,59,59,937,6,1425,1419,15,39,5,3,5,18591,477,5082,1,1312,5082,835335,21419,32315,14,11933,32301,25,45,0,13,45,4,3,5,2,17,1,29,28,16,10,22,12,103,62,148,86,4,0,6,6,1,0,1,1,1,0,1,1,0,0,0,0,14,0,23,23,26,0,52,52,829,15,1388,1373,2019,6,4,300,0,21,0
4,21,4,4,3,8771842,417707,1000000,-500000,552309,1500000,56444388,2687828,7104856,103265,1664196,7001592,6,6,0,3,6,5,3,5,2,17,4,30,26,17,11,21,10,112,70,139,69,4,0,6,6,1,0,1,1,0,0,0,0,1,0,1,1,12,2,22,20,24,2,57,55,735,146,1365,1219,4,12,5,2,2,9509282,792441,2000000,603,618981,1999398,45255193,3771267,8104856,162212,2314933,7942644,5,6,0,3,6,4,3,5,2,15,1,31,30,14,9,18,9,93,61,122,61,3,1,6,5,1,0,1,1,1,0,1,1,1,0,1,1,14,7,17,10,38,3,58,55,828,462,1062,600,2010,12,15,181,1,48,0
33,140,10,4,6,130803,935,10000,1,1517,10000,86788,620,5150,0,1073,5150,18,48,0,14,48,5,3,5,2,17,1,31,30,17,10,22,12,112,65,152,87,3,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,14,0,23,23,31,0,59,59,835,9,1439,1430,7,52,6,3,3,130782,2516,15000,15,2424,14985,152234,2928,15046,211,2447,14836,28,33,9,11,24,5,3,5,2,16,2,31,29,17,11,22,11,108,70,149,79,3,0,6,6,1,0,1,1,0,0,0,0,1,0,1,1,17,0,22,22,29,0,58,58,1013,11,1358,1347,2012,8,31,21,0,46,0
49,250,4,2,2,17185,69,1000,1,175,999,583207,2333,5705,454,937,5251,29,51,6,15,45,5,3,5,2,18,1,31,30,17,9,22,13,111,61,152,91,4,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,16,0,22,22,27,0,59,59,960,1,1353,1352,8,31,4,3,3,15894,513,4994,1,1459,4994,90080,2906,6705,1262,1478,5443,17,45,0,19,45,5,3,5,2,17,1,30,29,17,10,22,12,109,66,151,85,4,1,6,5,1,0,1,1,1,0,1,1,1,0,1,1,15,8,23,15,25,0,59,59,905,511,1401,890,2019,3,1,308,1,26,0
6,10,7,4,6,495570,49557,200000,8,69575,199993,354819,35482,110000,9906,41927,100095,15,45,0,16,45,4,3,5,2,19,2,26,24,13,10,22,12,85,62,147,85,4,0,6,6,1,0,1,1,0,0,0,0,0,0,0,0,12,2,19,17,30,5,57,52,714,132,1193,1061,4,11,4,2,2,505060,45915,144605,8,53296,144597,859986,78181,274914,10000,84084,264914,6,9,0,5,9,4,3,5,2,18,1,31,30,14,9,22,13,89,61,152,91,4,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,13,9,19,10,28,0,59,59,759,570,1195,625,2017,6,13,170,1,29,0
3,38,3,2,2,311963,8210,26000,500,4951,25500,58493,1540,17242,1,3749,17241,4,9,0,5,9,5,3,5,2,15,1,29,28,17,10,22,12,111,62,150,88,4,0,6,6,1,0,1,1,1,0,1,1,0,0,0,0,13,2,15,13,45,18,58,40,810,146,950,804,6,21,5,4,4,158860,7565,17240,28,4749,17213,211172,10056,26593,31,7282,26563,9,27,0,5,27,5,3,5,2,12,1,27,26,16,10,22,12,104,62,147,85,3,0,6,6,1,0,1,1,1,0,1,1,0,0,0,0,13,10,15,5,39,0,59,59,813,649,901,252,2012,1,22,23,1,55,0
13,26,9,3,4,351080,13504,59000,1,15864,59000,149434,5748,26009,1,7401,26008,24,45,0,17,45,4,3,5,2,16,1,30,29,13,9,19,10,87,61,125,64,4,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,17,9,22,13,34,0,59,59,1045,587,1338,751,13,21,13,4,4,351163,16723,59000,154,16228,58846,473110,22530,68943,160,17798,68783,11,33,9,6,24,4,3,5,2,17,1,30,29,13,9,19,10,82,61,125,64,5,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,18,11,22,11,39,10,58,48,1113,680,1356,676,2012,4,11,167,0,29,0
9,15,5,4,5,15893,1060,2200,1,1104,2200,8516,568,2220,0,957,2220,7,27,0,9,27,5,3,5,2,8,1,22,21,15,10,19,9,101,68,129,61,4,1,6,5,1,0,1,1,1,0,1,1,0,0,0,0,12,2,22,20,25,3,49,46,725,137,1326,1189,3,7,2,2,2,15915,2274,2700,2200,189,500,19876,2840,4420,2200,1076,2220,6,12,0,6,12,5,3,5,2,7,4,10,6,16,10,19,9,102,68,129,61,4,0,6,6,1,0,1,1,0,0,0,0,0,0,0,0,13,1,22,21,18,0,59,59,773,71,1326,1255,2019,1,24,47,1,29,0
8,31,5,4,5,149755,4831,19007,1,4634,19006,179146,5779,19347,65,5694,19283,32,45,0,16,45,5,3,5,2,12,1,22,21,16,10,21,11,104,65,142,77,3,0,6,6,1,0,1,1,1,0,1,1,0,0,0,0,13,0,23,23,28,0,58,58,780,6,1431,1425,2,65,1,1,1,163312,2513,9965,2,2559,9964,571963,8800,25807,379,5533,25429,28,28,28,0,0,4,3,5,2,16,1,31,30,16,9,22,13,106,61,152,91,3,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,22,22,22,0,24,22,36,14,1344,1342,1356,14,2019,11,19,145,0,31,0
8,43,4,5,5,29948,697,25000,1,3798,24999,61048,1420,3499,18,996,3481,17,55,6,12,49,5,3,5,2,24,8,31,23,21,13,22,9,139,86,152,66,4,0,6,6,1,0,1,1,0,0,0,0,1,0,1,1,17,3,23,20,28,1,58,57,1005,185,1390,1205,5,5,5,4,4,31141,6229,25541,100,10890,25441,32228,6446,25542,118,10786,25424,26,69,9,27,60,5,3,5,2,23,11,29,18,20,13,22,9,132,85,150,65,3,0,6,6,1,0,1,1,0,0,0,0,0,0,0,0,14,8,17,9,35,0,54,54,839,534,1056,522,2013,9,17,267,0,31,0
28,101,8,5,6,67635,670,8382,1,1453,8381,237013,2347,20226,11,4095,20215,20,45,0,13,45,4,3,5,2,17,1,29,28,16,10,22,12,104,63,149,86,3,0,6,6,1,0,1,1,1,0,1,1,0,0,0,0,14,2,22,20,33,1,59,58,819,170,1364,1194,10,20,6,3,5,67632,3382,20000,50,4728,19950,89056,4453,20246,246,4575,20000,28,45,0,16,45,4,3,5,2,12,1,26,25,16,10,22,12,102,63,146,83,4,0,6,6,1,0,1,1,1,0,1,1,0,0,0,0,17,6,22,16,30,1,59,58,1002,379,1364,985,2016,6,19,24,0,31,0
4,17,4,3,3,361770,21281,94595,500,29522,94095,756275,44487,132262,0,49668,132262,11,36,0,11,36,5,4,5,1,19,1,31,30,19,14,22,8,128,92,152,60,4,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,8,0,17,17,31,5,56,51,486,8,1076,1068,5,8,5,3,3,361762,45221,140000,2700,52889,137300,542231,67779,180000,3009,71908,176992,14,54,6,17,48,5,3,5,2,14,2,31,29,18,14,22,8,120,91,152,61,4,0,6,6,1,0,1,1,0,0,0,0,1,0,1,1,11,0,17,17,34,0,59,59,694,38,1044,1006,2015,8,17,315,1,58,0
12,69,7,4,5,209390,3035,27171,1,6361,27170,556795,8070,37358,52,7230,37306,16,48,0,14,48,5,3,5,2,17,1,31,30,17,10,22,12,110,62,150,88,4,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,14,1,23,22,27,0,58,58,833,104,1388,1284,6,32,4,3,4,206385,6450,9945,10,4331,9936,451853,14121,37395,1991,9760,35405,34,48,9,10,39,4,3,5,2,14,2,31,29,16,10,22,12,103,62,152,90,4,0,6,6,1,0,1,1,0,0,0,0,1,0,1,1,16,7,22,15,32,0,59,59,940,422,1365,943,2013,6,6,32,0,28,0
5,21,4,3,4,282896,13472,40003,11,10950,39993,202376,9637,25660,68,7734,25593,12,45,0,18,45,4,3,5,2,17,1,25,24,15,9,21,12,98,61,143,82,4,0,6,6,1,0,1,1,1,0,1,1,0,0,0,0,14,0,23,23,37,8,59,51,866,31,1420,1389,4,19,4,3,3,260892,13732,29483,120,6638,29363,536613,28243,49840,660,13980,49180,34,45,9,9,36,4,3,5,2,19,4,26,22,16,10,21,11,101,67,143,76,3,0,6,6,1,0,1,1,0,0,0,0,0,0,0,0,17,0,23,23,32,0,59,59,1018,30,1416,1386,2017,8,4,79,1,33,0
7,324,6,3,4,65441,202,10000,2,847,9999,3761781,11611,23143,9,6646,23135,36,45,9,14,36,4,3,5,2,19,1,31,30,17,10,22,12,108,63,152,89,4,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,16,0,23,23,28,0,59,59,933,1,1435,1434,6,44,6,5,6,48749,1108,20564,10,3541,20554,468422,10646,23149,177,6243,22973,31,45,0,20,45,4,3,5,2,21,3,31,28,16,11,22,11,108,69,152,83,4,0,6,6,1,0,1,1,0,0,0,0,1,0,1,1,13,0,23,23,29,0,59,59,791,19,1433,1414,2018,11,25,198,1,26,0
8,12,4,1,1,1010661,84222,200230,1300,52850,198930,548953,45747,90108,6088,29534,84020,11,48,6,12,42,5,3,5,2,16,6,31,25,17,11,22,11,109,70,152,82,4,0,6,6,1,0,1,1,0,0,0,0,1,0,1,1,14,12,16,4,33,15,49,34,873,753,994,241,7,191,5,3,3,954237,4997,40000,924,5272,39077,21549258,112824,281650,12314,60784,269336,27,45,6,14,39,5,3,5,2,16,1,31,30,17,9,22,13,108,61,152,91,4,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,8,6,20,14,37,0,59,59,475,387,1209,822,2013,2,21,24,1,49,0
10,32,4,4,5,23570,737,4500,2,1180,4498,81038,2533,8432,1,2509,8431,19,33,6,9,27,5,3,5,2,25,7,28,21,20,13,22,9,129,84,148,64,2,0,6,6,1,0,1,1,0,0,0,0,0,0,0,0,13,0,23,23,33,1,59,58,800,26,1389,1363,2,3,2,1,1,23620,7874,8931,7243,922,1689,23663,7888,8932,7243,913,1689,54,54,54,0,0,4,3,5,2,25,24,25,1,17,13,21,8,115,84,145,61,4,1,6,5,1,0,1,1,0,0,0,0,0,0,0,0,14,10,16,6,41,33,51,18,841,637,1011,374,2020,3,7,60,0,33,0
4,15,6,4,5,267737,17850,200000,1,50893,200000,241797,16120,147635,0,43170,147635,22,45,0,21,45,4,3,5,2,12,1,24,23,16,9,21,12,103,61,140,79,3,0,6,6,1,0,1,1,1,0,1,1,0,0,0,0,16,9,23,14,28,5,53,48,980,545,1414,869,7,31,6,4,4,281790,9090,30000,327,7800,29674,2050985,66161,200633,327,64597,200306,39,45,6,15,39,5,3,5,2,14,1,27,26,19,9,22,13,122,61,148,87,2,0,6,6,1,0,1,1,1,0,1,1,0,0,0,0,12,8,23,15,35,0,54,54,752,489,1408,919,2015,8,11,316,0,30,0
4,120,4,3,3,567251,4728,100000,1,10420,99999,3821773,31849,84055,306,22037,83750,54,60,9,17,51,4,3,5,2,15,1,31,30,16,10,22,12,102,65,146,81,4,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,16,0,22,22,30,0,59,59,965,41,1355,1314,2,198,2,2,2,576463,2912,20000,1080,2967,18920,10814327,54618,113598,8850,24017,104749,59,60,9,9,51,4,3,5,2,16,1,30,29,15,9,22,13,100,61,147,86,3,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,13,8,20,12,28,0,59,59,781,490,1243,753,2013,9,16,90,0,36,0
10,94,6,3,5,30527,325,5000,1,1063,5000,42333,451,18000,0,2426,18000,27,45,0,16,45,4,3,4,1,18,1,31,30,13,10,16,6,86,63,108,45,3,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,15,0,23,23,31,0,59,59,928,54,1399,1345,6,81,5,4,5,30527,377,13000,1,1815,13000,44090,545,23000,1,2916,22999,32,45,0,14,45,4,3,4,1,17,1,31,30,13,10,16,6,85,63,108,45,3,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,15,1,23,22,28,0,59,59,921,65,1393,1328,2017,12,19,244,0,28,1
1,16,2,2,3,30000,1875,5000,500,1148,4500,172811,10801,20660,4172,4725,16488,6,6,0,2,6,4,3,5,2,18,5,29,24,15,11,21,10,97,75,140,65,4,0,6,6,1,0,1,1,0,0,0,0,0,0,0,0,9,6,18,12,29,1,58,57,558,416,1107,691,1,7,1,1,1,20099,2872,6107,243,2929,5864,109255,15608,23160,10068,5670,13092,1,1,1,0,0,4,3,5,2,10,8,22,14,15,10,19,9,101,68,129,61,4,2,6,4,1,0,1,1,0,0,0,0,0,0,0,0,11,8,13,5,41,21,57,36,675,537,814,277,2012,9,30,135,0,68,0
19,31,11,4,4,189598,6117,21000,1,5933,20999,318401,10271,41305,19,11453,41287,11,24,6,6,18,4,3,5,2,22,1,29,28,15,12,21,9,95,80,142,62,3,0,6,6,1,0,1,1,1,0,1,1,0,0,0,0,13,0,23,23,29,1,58,57,782,37,1415,1378,11,12,9,3,3,189616,15802,50005,2,14027,50004,262999,21917,52121,124,15943,51997,9,9,6,2,3,4,3,4,1,20,1,28,27,14,12,14,2,88,80,94,14,4,1,5,4,0,0,0,0,1,0,1,1,0,0,0,0,17,8,23,15,23,0,42,42,988,502,1391,889,2020,3,20,35,0,28,0
5,14,4,3,3,340311,24308,100000,99,31737,99902,330021,23573,76426,2,30672,76425,9,42,0,11,42,4,3,5,2,18,1,31,30,16,9,22,13,102,61,152,91,3,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,13,0,22,22,39,9,56,47,785,55,1366,1311,3,18,4,3,3,232327,12908,60000,426,16197,59575,632669,35149,96426,5002,31149,91425,9,9,9,0,0,4,3,5,2,25,1,31,30,15,9,22,13,99,61,152,91,3,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,20,11,23,12,35,13,56,43,1188,673,1427,754,2016,2,8,320,1,69,0
10,152,5,3,3,63191,416,5000,1,794,4999,342297,2252,6618,23,1789,6595,16,45,12,6,33,4,3,5,2,19,1,31,30,16,9,22,13,103,61,152,91,4,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,15,3,22,19,28,0,59,59,891,205,1360,1155,6,21,3,3,4,59533,2835,5000,200,1965,4800,92947,4427,9658,237,2572,9421,9,33,0,9,33,4,3,5,2,19,1,30,29,17,10,22,12,109,62,151,89,4,0,6,6,1,0,1,1,1,0,1,1,0,0,0,0,16,9,21,12,25,0,55,55,948,551,1295,744,2008,6,11,235,1,40,0
3,17,3,2,2,4947758,291045,730000,1000,238486,729000,2393866,140816,738043,1,239798,738042,2,6,0,3,6,4,3,5,2,16,1,29,28,16,11,21,10,107,69,145,76,3,0,6,6,1,0,1,1,1,0,1,1,0,0,0,0,11,2,15,13,33,6,54,48,636,126,948,822,3,14,3,3,3,5491460,392248,1457867,123644,326359,1334223,7376709,526908,1458043,202053,318336,1255991,4,9,0,4,9,5,3,5,2,19,7,31,24,18,10,22,12,118,67,152,85,4,0,6,6,1,0,1,1,0,0,0,0,1,0,1,1,15,10,18,8,18,0,50,50,897,630,1087,457,2016,2,28,30,0,66,0
1,12,1,1,1,354100,29509,170000,1000,47100,169000,6052,505,4005,5,1121,4001,6,6,6,0,0,5,3,5,2,20,11,29,18,19,12,22,10,126,77,150,73,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,16,10,22,12,31,3,45,42,976,645,1329,684,7,16,6,2,2,354100,22132,50000,400,17969,49600,708170,44261,170405,405,51079,170000,7,9,6,2,3,5,3,5,2,17,11,29,18,20,12,22,10,130,77,150,73,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,16,8,22,14,28,1,54,53,931,493,1328,835,2011,5,7,21,1,36,0
5,72,3,3,3,53503,744,15000,6,2282,14994,254286,3532,14944,40,3960,14905,33,48,9,16,39,5,3,5,2,15,2,31,29,17,10,22,12,112,62,152,90,3,0,6,6,1,0,1,1,0,0,0,0,1,0,1,1,13,1,23,22,24,0,55,55,753,79,1389,1310,3,8,3,3,4,45364,5671,10075,50,4472,10025,72493,9062,19145,203,6467,18943,36,45,30,6,15,5,3,5,2,15,9,28,19,17,11,21,10,109,70,144,74,5,1,6,5,1,0,1,1,0,0,0,0,0,0,0,0,16,0,21,21,22,2,39,37,937,39,1271,1232,2014,8,4,172,1,32,0
6,13,4,3,3,71880,5530,20000,200,6701,19800,21680,1668,5030,3,1901,5027,27,45,9,17,36,4,3,5,2,16,1,31,30,15,9,21,12,99,61,145,84,4,1,6,5,1,0,1,1,1,0,1,1,1,0,1,1,14,7,23,16,28,0,58,58,831,443,1438,995,3,9,3,2,4,71168,7908,14831,200,6174,14631,90338,10038,22561,225,8175,22336,39,45,12,11,33,4,3,5,2,16,5,31,26,16,10,21,11,106,65,145,80,4,1,6,5,1,0,1,1,0,0,0,0,1,0,1,1,15,8,17,9,26,0,59,59,893,502,1025,523,2019,7,11,191,1,33,0
9,18,6,2,3,185600,10312,50000,57,18363,49943,389032,21613,133397,100,37819,133297,15,45,6,14,39,4,3,5,2,14,1,30,29,16,9,22,13,105,61,151,90,4,0,6,6,1,0,1,1,1,0,1,1,0,0,0,0,14,7,21,14,26,1,57,56,866,428,1268,840,3,6,3,3,3,51909,8652,15206,1500,5877,13706,379127,63188,150103,3483,68615,146620,38,45,9,15,36,4,3,5,2,11,2,28,26,14,10,19,9,92,62,129,67,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,17,11,20,9,30,2,59,57,1050,698,1224,526,2018,9,29,0,0,36,0
5,28,4,3,4,52859,1888,50000,11,9431,49989,1193,43,349,3,84,346,32,45,0,17,45,4,3,5,2,16,1,31,30,16,9,22,13,103,61,151,90,4,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,15,8,23,15,28,1,56,55,926,520,1399,879,3,30,3,2,2,52875,1763,49970,39,9107,49932,54292,1810,50019,42,9108,49978,15,45,9,14,36,4,3,5,2,16,1,31,30,16,9,22,13,106,61,151,90,4,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,15,6,23,17,24,0,58,58,914,401,1397,996,2015,6,7,0,0,53,0
92,266,6,3,5,34325,130,2243,1,328,2242,1161180,4366,9606,106,2751,9501,21,48,0,12,48,4,3,5,2,17,1,31,30,15,9,22,13,100,61,152,91,3,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,15,0,23,23,26,0,59,59,890,2,1439,1437,9,16,5,3,5,36243,2266,9380,14,3367,9366,91917,5745,9613,246,2715,9367,33,54,0,19,54,4,3,5,2,16,2,27,25,16,11,22,11,105,70,146,76,3,0,6,6,1,0,1,1,0,0,0,0,0,0,0,0,14,0,21,21,35,0,59,59,872,55,1273,1218,2012,4,20,167,1,32,0
15,90,7,4,5,116301,1293,25900,1,3638,25900,453007,5034,22806,3,4949,22803,7,45,0,13,45,5,3,5,2,17,1,31,30,17,9,22,13,109,61,152,91,4,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,14,2,23,21,32,0,58,58,853,157,1406,1249,8,15,7,3,5,116564,7771,24869,4,9268,24866,182974,12199,25937,26,9616,25912,16,45,0,18,45,5,3,5,2,17,1,29,28,17,10,22,12,114,65,146,81,3,0,6,6,1,0,1,1,1,0,1,1,0,0,0,0,14,0,23,23,31,8,52,44,847,17,1406,1389,2018,7,13,108,1,26,0
11,22,6,3,4,24515,1115,11000,8,2386,10993,47374,2154,10655,2,4047,10653,15,45,0,14,45,4,3,5,2,13,1,28,27,16,9,21,12,104,61,143,82,3,1,6,5,1,0,1,1,1,0,1,1,0,0,0,0,14,7,23,16,33,1,59,58,832,428,1381,953,4,13,3,3,3,24538,1888,6903,1,2019,6903,54502,4193,11932,5,4327,11927,10,24,6,5,18,4,3,5,2,11,1,21,20,13,9,21,12,87,61,141,80,4,1,6,5,1,0,1,1,1,0,1,1,0,0,0,0,17,13,22,9,40,7,59,52,1037,787,1379,592,2018,10,12,21,1,48,0
39,109,16,7,8,3878556,35584,2970000,-7800,285386,2977800,6461981,59285,540786,6,127606,540781,16,45,0,11,45,5,3,5,2,18,2,31,29,18,10,22,12,117,62,152,90,3,0,6,6,1,0,1,1,0,0,0,0,1,0,1,1,15,7,22,15,33,0,59,59,891,420,1374,954,10,19,8,4,4,3888571,204662,2990000,10,680232,2989991,5264995,277105,2990851,106,698267,2990746,18,42,6,14,36,5,3,5,2,15,2,25,23,17,10,20,10,109,62,136,74,4,0,6,6,1,0,1,1,0,0,0,0,0,0,0,0,14,9,17,8,34,3,59,56,865,549,1074,525,2002,6,23,189,0,54,0
5,37,5,4,6,308246,8331,180000,1,31873,180000,261886,7078,32032,32,7010,32000,5,45,0,13,45,4,3,5,2,15,1,30,29,15,9,21,12,97,61,142,81,4,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,13,1,23,22,30,0,59,59,787,82,1423,1341,5,20,4,4,4,250604,12531,110603,1,26251,110603,638890,31945,182890,344,41230,182547,8,33,0,7,33,4,3,5,2,16,4,27,23,16,10,21,11,104,64,139,75,4,0,6,6,1,0,1,1,0,0,0,0,0,0,0,0,14,6,22,16,29,0,58,58,851,401,1376,975,2007,4,5,57,1,39,0
7,51,5,4,4,27735,544,19700,1,2777,19699,46872,920,8768,15,1670,8753,17,24,6,4,18,5,3,5,2,16,2,29,27,19,11,22,11,125,69,150,81,3,0,6,6,1,0,1,1,0,0,0,0,0,0,0,0,13,2,22,20,30,0,58,58,803,175,1373,1198,3,3,3,3,3,14034,4678,11000,800,5522,10200,23512,7838,19767,1446,10340,18321,14,33,0,18,33,5,4,5,1,12,11,13,2,17,15,20,5,113,103,132,29,2,0,6,6,1,0,1,1,0,0,0,0,0,0,0,0,14,8,21,13,13,0,33,33,833,513,1264,751,2009,5,15,60,0,37,0
4,14,4,3,3,99184,7085,30000,400,8713,29600,1267126,90509,129130,46470,29215,82660,7,9,0,5,9,4,3,5,2,15,5,30,25,14,10,20,10,92,65,132,67,3,0,5,5,0,0,0,0,0,0,0,0,1,0,1,1,12,2,21,19,44,13,59,46,747,167,1309,1142,2,6,2,2,2,12721,2121,4000,186,2060,3815,495441,82574,133130,55024,31604,78106,5,9,0,5,9,4,3,5,2,11,1,30,29,15,9,18,9,102,61,123,62,5,2,6,4,1,0,1,1,1,0,1,1,1,0,1,1,9,0,20,20,34,4,51,47,574,4,1251,1247,2017,5,20,30,1,34,0
58,127,22,5,8,681492,5367,30000,-14000,6632,44000,1945184,15317,43282,1,12925,43281,18,57,0,16,57,5,3,5,2,13,1,30,29,18,9,20,11,114,61,137,76,3,0,6,6,1,0,1,1,1,0,1,1,1,0,1,1,14,0,23,23,27,0,59,59,831,34,1432,1398,236,408,41,6,5,636803,1561,20600,2,3510,20599,4530620,11105,48139,110,8014,48029,9,42,6,4,36,5,4,5,1,11,1,29,28,20,14,21,7,132,92,140,48,2,0,6,6,1,0,1,1,1,0,1,1,0,0,0,0,14,0,21,21,30,0,59,59,826,23,1261,1238,2014,12,11,41,1,38,1
7,20,5,2,4,77825,3892,18700,4,5237,18697,37934,1897,15008,1,4214,15008,19,45,0,17,45,4,3,4,1,12,6,23,17,15,10,15,5,98,66,102,36,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,16,9,19,10,28,2,58,56,985,544,1160,616,10,20,7,3,3,87828,4392,18700,5,5259,18695,108614,5431,20008,11,6655,19997,23,33,6,13,27,4,3,4,1,12,8,23,15,15,11,15,4,99,71,102,31,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,16,9,19,10,25,0,57,57,973,540,1157,617,2018,6,10,105,0,28,1
